"main","pairing"
"CRAYFISH","olive oil"
"CRAYFISH","onions"
"CRAYFISH","orange, juice"
"CRAYFISH","parsley, flat-leaf"
"CRAYFISH","pepper, black"
"CRAYFISH","radishes"
"CRAYFISH","rice"
"CRAYFISH","rosemary"
"CRAYFISH","salt"
"CRAYFISH","shallots"
"CRAYFISH","sorrel"
"CRAYFISH","Tabasco sauce"
"CRAYFISH","tarragon"
"CRAYFISH","thyme"
"CRAYFISH","tomatoes"
"CRAYFISH","vinegar: tarragon, white wine"
"CRAYFISH","wine, dry white (e.g., white Burgundy)"
"CRAYFISH","zucchini"
"CRAYFISH","Flavor Affinities"
"CRAYFISH","crayfish + asparagus + morel mushrooms"
"CRAYFISH","crayfish + carrot juice + orange juice"
"CREAM CHEESE","Taste: sour"
"CREAM CHEESE","Weight: heavy"
"CREAM CHEESE","Volume: loud"
"CREAM CHEESE","berries"
"CREAM CHEESE","blueberries"
"CREAM CHEESE","bread, esp. fruit"
"CREAM CHEESE","breakfast / brunch"
"CREAM CHEESE","cheese: fresh goat, ricotta"
"CREAM CHEESE","cherries"
"CREAM CHEESE","cloves"
"CREAM CHEESE","cream"
"CREAM CHEESE","crème fraîche"
"CREAM CHEESE","desserts"
"CREAM CHEESE","eggs"
"CREAM CHEESE","fruit, dried"
"CREAM CHEESE","ginger"
"CREAM CHEESE","graham cracker crumbs"
"CREAM CHEESE","honey"
"CREAM CHEESE","kiwi fruit"
"CREAM CHEESE","LEMON: JUICE, ZEST"
"CREAM CHEESE","liqueur, orange (e.g., Grand Marnier)"
"CREAM CHEESE","maple syrup"
"CREAM CHEESE","mascarpone"
"CREAM CHEESE","nutmeg"
"CREAM CHEESE","orange, juice"
"CREAM CHEESE","quince paste"
"CREAM CHEESE","raisins"
"CREAM CHEESE","raspberries"
"CREAM CHEESE","rum"
"CREAM CHEESE","salt"
"CREAM CHEESE","sour cream"
"CREAM CHEESE","strawberries"
"CREAM CHEESE","sugar"
"CREAM CHEESE","vanilla"
"CREAM CHEESE","yogurt"
"CREAM CHEESE","Flavor Affinities"
"CREAM CHEESE","cream cheese + crème fraîche + orange + sugar + vanilla"
"CREAM CHEESE","cream cheese + maple syrup + mascarpone"
"CRÈME FRAîCHE","Taste: sour"
"CRÈME FRAîCHE","Weight: medium–heavy"
"CRÈME FRAîCHE","Volume: loud"
"CRÈME FRAîCHE","apples"
"CRÈME FRAîCHE","caramel"
"CRÈME FRAîCHE","French cuisine"
"CRÈME FRAîCHE","fruit, fresh"
"CRÈME FRAîCHE","potatoes"
"CRÈME FRAîCHE","raspberries"
"CRÈME FRAîCHE","sauces"
"CRÈME FRAîCHE","strawberries"
"CRÈME FRAîCHE","sugar, brown"
"CREOLE CUISINE","bouillabaisse"
"CREOLE CUISINE","cayenne"
"CREOLE CUISINE","crawfish"
"CREOLE CUISINE","okra"
"CREOLE CUISINE","onions"
"CREOLE CUISINE","oysters"
"CREOLE CUISINE","paprika"
"CREOLE CUISINE","pepper: black, white"
"CREOLE CUISINE","salt"
"CREOLE CUISINE","seafood"
"CREOLE CUISINE","shrimp rémoulade"
"CUBAN CUISINE","allspice"
"CUBAN CUISINE","avocado"
"CUBAN CUISINE","bay leaf"
"CUBAN CUISINE","beans"
"CUBAN CUISINE","beef"
"CUBAN CUISINE","bell peppers"
"CUBAN CUISINE","chicken"
"CUBAN CUISINE","chocolate"
"CUBAN CUISINE","citrus (e.g., lime, orange)"
"CUBAN CUISINE","cumin"
"CUBAN CUISINE","garlic"
"CUBAN CUISINE","lime"
"CUBAN CUISINE","olive oil"
"CUBAN CUISINE","onions, esp. white"
"CUBAN CUISINE","orange, juice"
"CUBAN CUISINE","oregano"
"CUBAN CUISINE","pineapple"
"CUBAN CUISINE","plantains"
"CUBAN CUISINE","pork"
"CUBAN CUISINE","rice"
"CUBAN CUISINE","seafood (crab, fish, lobster, shrimp)"
"CUBAN CUISINE","sugar, white"
"CUBAN CUISINE","watercress"
"CUBAN CUISINE","Flavor Affinities"
"CUBAN CUISINE","allspice + cumin + garlic + orange juice + pork"
"CUBAN CUISINE","avocado + onions + pineapple + watercress"
"CUBAN CUISINE","bay leaf + green bell peppers + garlic + onions + oregano (aka safrito)"
"CUBAN CUISINE","chocolate + garlic + olive oil"
"CUBAN CUISINE","citrus juice + garlic + olive oil (aka adobo)"
"CUCUMBERS","Season: spring–summer"
"CUCUMBERS","Taste: sweet, astringent"
"CUCUMBERS","Function: cooling"
"CUCUMBERS","Weight: light"
"CUCUMBERS","Volume: quiet"
"CUCUMBERS","Techniques: pickle, raw, salads, sauté, soups"
"CUCUMBERS","allspice"
"CUCUMBERS","bell peppers, esp. green"
"CUCUMBERS","basil"
"CUCUMBERS","butter"
"CUCUMBERS","buttermilk"
"CUCUMBERS","caraway seeds"
"CUCUMBERS","cayenne"
"CUCUMBERS","celery and celery seeds"
"CUCUMBERS","cheese: blue, feta"
"CUCUMBERS","chervil"
"CUCUMBERS","chile peppers: fresh green, jalapeño"
"CUCUMBERS","chives"
"CUCUMBERS","cilantro"
"CUCUMBERS","coconut milk"
"CUCUMBERS","coriander"
"CUCUMBERS","cream"
"CUCUMBERS","cream cheese"
"CUCUMBERS","crème fraîche"
"CUCUMBERS","cumin"
"CUCUMBERS","DILL"
"CUCUMBERS","fish"
"CUCUMBERS","fish sauce, Thai"
"CUCUMBERS","frisée"
"CUCUMBERS","garam masala"
"CUCUMBERS","GARLIC"
"CUCUMBERS","gin"
"CUCUMBERS","Greek cuisine"
"CUCUMBERS","horseradish"
"CUCUMBERS","Japanese cuisine"
"CUCUMBERS","jicama"
"CUCUMBERS","lemon balm"
"CUCUMBERS","lemon, juice"
"CUCUMBERS","lime, juice"
"CUCUMBERS","melon, esp. honeydew"
"CUCUMBERS","MINT (e.g., Indian cuisine)"
"CUCUMBERS","mustard, Dijon"
"CUCUMBERS","oil: sesame, vegetable"
"CUCUMBERS","olive oil"
"CUCUMBERS","ONIONS, esp. green or red"
"CUCUMBERS","oregano"
"CUCUMBERS","parsley, flat-leaf"
"CUCUMBERS","peanuts"
"CUCUMBERS","pepper: black, white"
"CUCUMBERS","pineapple"
"CUCUMBERS","romaine"
"CUCUMBERS","red pepper flakes"
"CUCUMBERS","salads"
"CUCUMBERS","salmon"
"CUCUMBERS","salt: kosher, sea"
"CUCUMBERS","scallions"
"CUCUMBERS","scallops"
"CUCUMBERS","sesame seeds"
"CUCUMBERS","shallots"
"CUCUMBERS","shrimp"
"CUCUMBERS","smoked salmon"
"CUCUMBERS","soups, chilled (e.g., gazpacho)"
"CUCUMBERS","sour cream"
"CUCUMBERS","soy sauce"
"CUCUMBERS","sprouts"
"CUCUMBERS","sugar"
"CUCUMBERS","Tabasco sauce"
"CUCUMBERS","tamari"
"CUCUMBERS","tarragon"
"CUCUMBERS","tea sandwiches"
"CUCUMBERS","thyme"
"CUCUMBERS","tomatoes"
"CUCUMBERS","Vietnamese cuisine"
"CUCUMBERS","vinaigrettes"
"CUCUMBERS","VINEGAR: balsamic, champagne, cider, red wine, rice wine, sherry, tarragon, white wine"
"CUCUMBERS","vodka"
"CUCUMBERS","watercress"
"CUCUMBERS","wine, white"
"CUCUMBERS","YOGURT (e.g., Indian cuisine)"
"CUCUMBERS","Flavor Affinities"
"CUCUMBERS","cucumber + chervil + salt + vinegar"
"CUCUMBERS","cucumber + chile peppers + mint + yogurt"
"CUCUMBERS","cucumber + cilantro + ginger + sugar + rice vinegar"
"CUCUMBERS","cucumber + dill + red onion + sour cream + vinegar"
"CUCUMBERS","cucumber + dill + salmon"
"CUCUMBERS","cucumber + dill + yogurt"
"CUCUMBERS","cucumber + feta cheese + garlic + mint + olive oil + oregano + red wine vinegar"
"CUCUMBERS","cucumber + garlic + mint + yogurt"
"CUCUMBERS","cucumber + lemon + sesame oil + vinegar"
"CUCUMBERS","cucumber + jalapeño chile + dill + onion"
"CUCUMBERS","cucumber + mint + yogurt"
"CUMIN","Taste: bitter, sweet"
"CUMIN","Function: heating"
"CUMIN","Weight: medium"
"CUMIN","Volume: moderate–loud"
"CUMIN","Tips: Add early in the cooking process."
"CUMIN","allspice"
"CUMIN","anise"
"CUMIN","apples"
"CUMIN","baked goods (e.g., breads)"
"CUMIN","bay leaf"
"CUMIN","beans, esp. black or kidney"
"CUMIN","beef"
"CUMIN","beets"
"CUMIN","bread (e.g., rye)"
"CUMIN","cabbage"
"CUMIN","caramel"
"CUMIN","cardamom"
"CUMIN","carrots"
"CUMIN","cayenne"
"CUMIN","cheese: esp. aged, feta, Muenster"
"CUMIN","chicken"
"CUMIN","chickpeas"
"CUMIN","chile peppers"
"CUMIN","chili"
"CUMIN","chili powder"
"CUMIN","cinnamon"
"CUMIN","cloves"
"CUMIN","coriander"
"CUMIN","couscous"
"CUMIN","curries"
"CUMIN","curry leaves"
"CUMIN","eggplant"
"CUMIN","eggs"
"CUMIN","fennel"
"CUMIN","fennel seeds"
"CUMIN","fenugreek seeds"
"CUMIN","fish"
"CUMIN","fruits, dried"
"CUMIN","garam masala"
"CUMIN","garlic"
"CUMIN","ginger"
"CUMIN","harissa"
"CUMIN","honey"
"CUMIN","hummus"
"CUMIN","Indian cuisine"
"CUMIN","Indonesian cuisine"
"CUMIN","lamb, esp. grilled"
"CUMIN","LENTILS"
"CUMIN","mace"
"CUMIN","meats, esp. stronger-flavored, and esp. grilled"
"CUMIN","MEXICAN CUISINE"
"CUMIN","mint, dried"
"CUMIN","Moroccan cuisine"
"CUMIN","mustard and mustard seeds (e.g., Indian cuisine)"
"CUMIN","nutmeg"
"CUMIN","onions"
"CUMIN","orange"
"CUMIN","oregano"
"CUMIN","paprika"
"CUMIN","peas"
"CUMIN","pepper"
"CUMIN","pork"
"CUMIN","Portuguese cuisine"
"CUMIN","potatoes"
"CUMIN","rice"
"CUMIN","saffron"
"CUMIN","salads, esp. pasta, tomato"
"CUMIN","salmon"
"CUMIN","sauces (e.g., mole)"
"CUMIN","sauerkraut"
"CUMIN","sausages"
"CUMIN","shellfish"
"CUMIN","soups (e.g., black bean)"
"CUMIN","Spanish cuisine"
"CUMIN","squash"
"CUMIN","stews"
"CUMIN","sugar, palm"
"CUMIN","Tabasco sauce"
"CUMIN","tahini"
"CUMIN","tamarind"
"CUMIN","tequila"
"CUMIN","Tex-Mex cuisine"
"CUMIN","Thai cuisine"
"CUMIN","thyme"
"CUMIN","tomatoes"
"CUMIN","tuna"
"CUMIN","turmeric"
"CUMIN","vegetables, esp. summer"
"CUMIN","Vietnamese cuisine"
"CUMIN","yogurt"
"CUMIN","Flavor Affinities"
"CUMIN","cumin + cayenne + coriander + garlic"
"CUMIN","cumin + chickpeas + yogurt"
"CUMIN","cumin + cinnamon + saffron"
"CUMIN","cumin + palm sugar + tamarind"
"CUMIN","cumin + tomatoes + turmeric"
"CURRY LEAVES","Taste: sour, bitter"
"CURRY LEAVES","Weight: light"
"CURRY LEAVES","Volume: quiet–moderately loud"
"CURRY LEAVES","Tips: Add later in cooking, or to finish a dish."
"CURRY LEAVES","allspice"
"CURRY LEAVES","Asian cuisines"
"CURRY LEAVES","bread, esp. Indian (e.g., naan)"
"CURRY LEAVES","cardamom"
"CURRY LEAVES","chile peppers"
"CURRY LEAVES","cilantro"
"CURRY LEAVES","cinnamon"
"CURRY LEAVES","cloves"
"CURRY LEAVES","coconut"
"CURRY LEAVES","coriander"
"CURRY LEAVES","cumin"
"CURRY LEAVES","curries, esp. Indian"
"CURRY LEAVES","fennel seeds"
"CURRY LEAVES","fenugreek seeds"
"CURRY LEAVES","fish"
"CURRY LEAVES","garlic"
"CURRY LEAVES","ginger"
"CURRY LEAVES","Indian cuisine"
"CURRY LEAVES","lamb"
"CURRY LEAVES","lentils"
"CURRY LEAVES","mustard seeds"
"CURRY LEAVES","paprika"
"CURRY LEAVES","peas"
"CURRY LEAVES","pepper"
"CURRY LEAVES","rice"
"CURRY LEAVES","shellfish"
"CURRY LEAVES","soups"
"CURRY LEAVES","stir-fried dishes"
"CURRY LEAVES","stocks"
"CURRY LEAVES","tamarind"
"CURRY LEAVES","turmeric"
"CURRY LEAVES","vegetables"
"CURRY POWDER AND SAUCES","Taste: bittersweet, pungent"
"CURRY POWDER AND SAUCES","Weight: medium–heavy"
"CURRY POWDER AND SAUCES","Volume: moderate–loud"
"CURRY POWDER AND SAUCES","Tips: Add early in cooking process."
"CURRY POWDER AND SAUCES","beef"
"CURRY POWDER AND SAUCES","butter"
"CURRY POWDER AND SAUCES","cardamom"
"CURRY POWDER AND SAUCES","cashews"
"CURRY POWDER AND SAUCES","cayenne"
"CURRY POWDER AND SAUCES","cheese"
"CURRY POWDER AND SAUCES","chicken"
"CURRY POWDER AND SAUCES","chile peppers, red"
"CURRY POWDER AND SAUCES","cilantro"
"CURRY POWDER AND SAUCES","cinnamon"
"CURRY POWDER AND SAUCES","cloves"
"CURRY POWDER AND SAUCES","coconut"
"CURRY POWDER AND SAUCES","coriander"
"CURRY POWDER AND SAUCES","cream"
"CURRY POWDER AND SAUCES","crème fraîche"
"CURRY POWDER AND SAUCES","cumin"
"CURRY POWDER AND SAUCES","dill"
"CURRY POWDER AND SAUCES","eggs and egg salad"
"CURRY POWDER AND SAUCES","fennel"
"CURRY POWDER AND SAUCES","fish"
"CURRY POWDER AND SAUCES","garlic"
"CURRY POWDER AND SAUCES","ginger"
"CURRY POWDER AND SAUCES","Indian cuisine"
"CURRY POWDER AND SAUCES","lemon, zest"
"CURRY POWDER AND SAUCES","lemongrass"
"CURRY POWDER AND SAUCES","lime, juice"
"CURRY POWDER AND SAUCES","mace"
"CURRY POWDER AND SAUCES","mayonnaise"
"CURRY POWDER AND SAUCES","mushrooms"
"CURRY POWDER AND SAUCES","nutmeg"
"CURRY POWDER AND SAUCES","oil, vegetable"
"CURRY POWDER AND SAUCES","onions"
"CURRY POWDER AND SAUCES","paprika"
"CURRY POWDER AND SAUCES","pepper: black, red"
"CURRY POWDER AND SAUCES","potatoes"
"CURRY POWDER AND SAUCES","saffron"
"CURRY POWDER AND SAUCES","salads (e.g., chicken, egg, potato)"
"CURRY POWDER AND SAUCES","salt, kosher"
"CURRY POWDER AND SAUCES","sauces"
"CURRY POWDER AND SAUCES","shellfish"
"CURRY POWDER AND SAUCES","soups, esp. fish, pea"
"CURRY POWDER AND SAUCES","star anise"
"CURRY POWDER AND SAUCES","stews, meat"
"CURRY POWDER AND SAUCES","stocks: chicken, fish"
"CURRY POWDER AND SAUCES","tamarind"
"CURRY POWDER AND SAUCES","Thai cuisine"
"CURRY POWDER AND SAUCES","tomatoes"
"CURRY POWDER AND SAUCES","tuna"
"CURRY POWDER AND SAUCES","turmeric"
"CURRY POWDER AND SAUCES","vegetables"
"CURRY POWDER AND SAUCES","zucchini"
"CUSTARDS","Weight: medium–heavy"
"CUSTARDS","Volume: quiet"
"CUSTARDS","almonds"
"CUSTARDS","apples"
"CUSTARDS","apricots"
"CUSTARDS","bananas"
"CUSTARDS","berries"
"CUSTARDS","caramel"
"CUSTARDS","chai"
"CUSTARDS","cherries"
"CUSTARDS","chocolate, esp. dark or white"
"CUSTARDS","cinnamon"
"CUSTARDS","coconut"
"CUSTARDS","coffee"
"CUSTARDS","ginger"
"CUSTARDS","hazelnuts"
"CUSTARDS","lemon"
"CUSTARDS","liqueurs: nut, orange"
"CUSTARDS","mango"
"CUSTARDS","maple syrup"
"CUSTARDS","nutmeg"
"CUSTARDS","orange"
"CUSTARDS","passion fruit"
"CUSTARDS","pears"
"CUSTARDS","persimmons"
"CUSTARDS","pineapple"
"CUSTARDS","plums"
"CUSTARDS","prunes"
"CUSTARDS","pumpkin"
"CUSTARDS","quince"
"CUSTARDS","raisins"
"CUSTARDS","raspberries"
"CUSTARDS","rhubarb"
"CUSTARDS","strawberries"
"CUSTARDS","sweet potatoes"
"CUSTARDS","thyme"
"CUSTARDS","vanilla"
"CUSTARDS","walnuts"
"CUSTARDS","wine, sweet"
"DAIKON","Season: autumn–winter"
"DAIKON","Taste: sweet"
"DAIKON","Weight: light"
"DAIKON","Volume: quiet–moderate"
"DAIKON","Techniques: braise, marinate, raw (e.g., julienned), stew, stir-fry"
"DAIKON","basil"
"DAIKON","beef"
"DAIKON","beets"
"DAIKON","butter"
"DAIKON","cabbage"
"DAIKON","carrots"
"DAIKON","celery root"
"DAIKON","cheese, feta"
"DAIKON","chives"
"DAIKON","cream"
"DAIKON","cream cheese"
"DAIKON","cucumbers"
"DAIKON","curry powder"
"DAIKON","dill"
"DAIKON","duck"
"DAIKON","fish"
"DAIKON","ginger"
"DAIKON","honey"
"DAIKON","lemon, juice"
"DAIKON","lovage"
"DAIKON","marjoram"
"DAIKON","mint"
"DAIKON","miso"
"DAIKON","oil, sesame"
"DAIKON","onions, esp. green"
"DAIKON","orange, juice"
"DAIKON","oregano"
"DAIKON","parsley"
"DAIKON","pork"
"DAIKON","salmon"
"DAIKON","scallions"
"DAIKON","soups"
"DAIKON","sour cream"
"DAIKON","soy sauce"
"DAIKON","sugar"
"DAIKON","sugar snap peas"
"DAIKON","tamari"
"DAIKON","thyme"
"DAIKON","tuna"
"DAIKON","vinegar"
"DATES","Season: autumn–winter"
"DATES","Taste: sweet"
"DATES","Function: cooling"
"DATES","Weight: medium–heavy"
"DATES","Volume: moderate"
"DATES","almonds"
"DATES","apples"
"DATES","apricots"
"DATES","Armagnac"
"DATES","bacon"
"DATES","bananas"
"DATES","brandy"
"DATES","butter, unsalted"
"DATES","buttermilk"
"DATES","cakes"
"DATES","caramel"
"DATES","CHEESE, esp. Brie, Explorateur, Parmesan, pecorino, ricotta, Roquefort"
"DATES","cherries, dried"
"DATES","chicken"
"DATES","chives"
"DATES","chocolate, esp. dark or white"
"DATES","cinnamon"
"DATES","coconut"
"DATES","coffee"
"DATES","couscous"
"DATES","cranberries, dried"
"DATES","cream and ice cream"
"DATES","cream cheese"
"DATES","crème fraîche"
"DATES","currants"
"DATES","desserts"
"DATES","figs"
"DATES","ginger"
"DATES","hazelnuts"
"DATES","honey"
"DATES","lamb"
"DATES","lemon"
"DATES","lime"
"DATES","macadamia nuts"
"DATES","maple syrup"
"DATES","mascarpone"
"DATES","Middle Eastern cuisine"
"DATES","Moroccan cuisine"
"DATES","nuts"
"DATES","oats"
"DATES","orange blossom water"
"DATES","ORANGE: juice, zest"
"DATES","pecans"
"DATES","pepper, black"
"DATES","pistachios"
"DATES","prunes"
"DATES","quince"
"DATES","raisins"
"DATES","rosemary"
"DATES","rum"
"DATES","sugar: brown, white"
"DATES","thyme"
"DATES","vanilla"
"DATES","walnuts"
"DATES","wine: red, sweet"
"DATES","Flavor Affinities"
"DATES","dates + caramel + vanilla + walnuts"
"DATES","dates + chocolate + walnuts"
"DATES","dates + cream + rum"
"DATES","dates + maple syrup + mascarpone + pistachios"
"DATES","dates + orange + walnuts"
"DESSERTS","Tips: Sweetness satiates the appetite, so generally end a meal on a sweet note. Even sweet desserts should be in balance (their acidity, saltiness, etc.). Dessert wine should always be sweeter than the dessert it accompanies."
"DILL","Season: spring–autumn"
"DILL","Taste: sour, sweet"
"DILL","Weight: light, soft-leaved"
"DILL","Volume: moderately loud"
"DILL","Tips: Always use dill fresh, not cooked."
"DILL","asparagus"
"DILL","avocados"
"DILL","basil"
"DILL","beans, esp. fava or green"
"DILL","beef"
"DILL","beets"
"DILL","breads, esp. rye"
"DILL","broccoli"
"DILL","cabbage"
"DILL","capers"
"DILL","carrots"
"DILL","cauliflower"
"DILL","celery root"
"DILL","cheese: cheddar, cottage, goat, soft"
"DILL","chicken"
"DILL","chives"
"DILL","cilantro"
"DILL","coriander"
"DILL","corn"
"DILL","crayfish"
"DILL","cream cheese"
"DILL","cream sauces"
"DILL","crème fraîche"
"DILL","CUCUMBERS"
"DILL","eggplant"
"DILL","EGGS AND EGG DISHES (e.g., omelets)"
"DILL","European cuisines"
"DILL","FISH, esp. whole"
"DILL","garlic"
"DILL","German cuisine"
"DILL","Greek cuisine"
"DILL","green beans"
"DILL","halibut"
"DILL","horseradish"
"DILL","lemon balm"
"DILL","lemon thyme"
"DILL","lovage"
"DILL","meats, e.g., lamb"
"DILL","Mediterranean cuisine"
"DILL","Middle Eastern cuisine"
"DILL","mint"
"DILL","mushrooms"
"DILL","mustard"
"DILL","North American cuisine"
"DILL","onions"
"DILL","paprika"
"DILL","parsley"
"DILL","parsnips"
"DILL","peas"
"DILL","PICKLES"
"DILL","POTATOES AND POTATO SALAD"
"DILL","poultry"
"DILL","rice, esp. pilaf"
"DILL","Russian cuisine"
"DILL","salads and salad dressings"
"DILL","salmon"
"DILL","salmon, cured"
"DILL","salmon, smoked"
"DILL","sauces"
"DILL","scallops"
"DILL","Scandinavian cuisine"
"DILL","shellfish"
"DILL","shrimp"
"DILL","sole"
"DILL","soups, esp. potato"
"DILL","sour cream and sour cream sauces"
"DILL","spinach"
"DILL","squash"
"DILL","TOMATOES AND TOMATO JUICES"
"DILL","trout"
"DILL","Turkish cuisine"
"DILL","veal"
"DILL","vegetables"
"DILL","YOGURT AND YOGURT SAUCES"
"DILL","zucchini"
"DILL","Flavor Affinities"
"DILL","dill + cilantro + mint"
"DILL","dill + cucumber + salmon"
"DUCK","Season: autumn"
"DUCK","Weight: heavy"
"DUCK","Volume: moderate–loud"
"DUCK","Techniques: braise (esp. legs), grill (esp. breast), roast, sauté, stir-fry"
"DUCK","allspice"
"DUCK","APPLES, esp. Granny Smith"
"DUCK","apricots (sauce)"
"DUCK","artichokes"
"DUCK","arugula"
"DUCK","bacon"
"DUCK","basil"
"DUCK","bay leaf"
"DUCK","beans, fava"
"DUCK","blueberries"
"DUCK","bok choy"
"DUCK","butter, unsalted"
"DUCK","cabbage: green, red"
"DUCK","caraway seeds"
"DUCK","cardamom"
"DUCK","carrots"
"DUCK","celery"
"DUCK","celery root"
"DUCK","cheese: Asiago, Parmesan, pecorino, ricotta"
"DUCK","CHERRIES: regular, sun-dried"
"DUCK","chervil"
"DUCK","chestnuts"
"DUCK","chicory"
"DUCK","chile peppers: ancho, jalapeño"
"DUCK","chili paste"
"DUCK","Chinese cuisine"
"DUCK","chives"
"DUCK","chocolate and cocoa"
"DUCK","cilantro"
"DUCK","cinnamon"
"DUCK","citrus fruit"
"DUCK","cloves"
"DUCK","coconut milk"
"DUCK","coriander"
"DUCK","cucumbers"
"DUCK","cumin"
"DUCK","currants, black or red: fruit, preserves"
"DUCK","curry paste, esp. Thai green, or curry powder, esp. Madras"
"DUCK","dates"
"DUCK","duck fat"
"DUCK","farro"
"DUCK","fennel"
"DUCK","fennel seeds"
"DUCK","figs"
"DUCK","fish sauce, Thai"
"DUCK","five-spice powder"
"DUCK","foie gras"
"DUCK","GARLIC"
"DUCK","GINGER"
"DUCK","hoisin sauce"
"DUCK","honey, esp. lavender"
"DUCK","horseradish"
"DUCK","huckleberries"
"DUCK","juniper berries"
"DUCK","kaffir lime leaves"
"DUCK","kumquats"
"DUCK","lavender"
"DUCK","leeks"
"DUCK","LEMON, JUICE, preserved"
"DUCK","lemongrass"
"DUCK","lentils"
"DUCK","lime, juice"
"DUCK","liqueur, orange (e.g., Grand Marnier), peach"
"DUCK","mangoes"
"DUCK","marjoram"
"DUCK","Mediterranean cuisine"
"DUCK","mint"
"DUCK","mirepoix"
"DUCK","morels"
"DUCK","MUSHROOMS, ESP. WILD (esp. porcini or shiitake)"
"DUCK","mustard, Dijon"
"DUCK","nutmeg"
"DUCK","nuts, macadamia"
"DUCK","OIL: canola, grapeseed, peanut, sesame, vegetable"
"DUCK","olive oil"
"DUCK","olives, esp. green"
"DUCK","ONIONS, esp. green, sweet"
"DUCK","ORANGE: juice, zest"
"DUCK","pancetta"
"DUCK","parsley, flat-leaf"
"DUCK","pasta"
"DUCK","peaches"
"DUCK","pears"
"DUCK","peas"
"DUCK","PEPPER: black, green, pink, white"
"DUCK","plums: fruit, sauce"
"DUCK","pomegranates"
